契約項目編號,契約項目名稱,單價
Y6N10T0014A0,"（鋁梯型托網）24""(600mm) 水平+彎頭",406.04
Y6N10T0014B0,"（鋁梯型托網）24""(600mm) 水平+彎頭",203.02
Y6N10T0014C0,"（鋁梯型托網）24""(600mm) 水平+彎頭",446.64
Y6N10T0014D0,"（鋁梯型托網）24""(600mm) 水平+彎頭",223.33
Y6N10T0014E0,"（鋁梯型托網）24""(600mm) 水平+彎頭",487.25
Y6N10T0014F0,"（鋁梯型托網）24""(600mm) 水平+彎頭",243.62
Y6N10T0014G0,"（鋁梯型托網）24""(600mm) 水平+彎頭",527.86
Y6N10T0014H0,"（鋁梯型托網）24""(600mm) 水平+彎頭",263.92
Y6N10T0015A0,（鋁梯型托網）水平活動彎頭,136.37
Y6N10T0015B0,（鋁梯型托網）水平活動彎頭,68.18
Y6N10T0015C0,（鋁梯型托網）水平活動彎頭,150
Y6N10T0015D0,（鋁梯型托網）水平活動彎頭,75
Y6N10T0015E0,（鋁梯型托網）水平活動彎頭,163.64
Y6N10T0015F0,（鋁梯型托網）水平活動彎頭,81.82
Y6N10T0015G0,（鋁梯型托網）水平活動彎頭,177.28
Y6N10T0015H0,（鋁梯型托網）水平活動彎頭,88.64
Y6N10T0016A0,（鋁梯型托網）垂直活動彎頭,136.37
Y6N10T0016B0,（鋁梯型托網）垂直活動彎頭,68.18
Y6N10T0016C0,（鋁梯型托網）垂直活動彎頭,150
Y6N10T0016D0,（鋁梯型托網）垂直活動彎頭,75
Y6N10T0016E0,（鋁梯型托網）垂直活動彎頭,163.64
Y6N10T0016F0,（鋁梯型托網）垂直活動彎頭,81.82
Y6N10T0016G0,（鋁梯型托網）垂直活動彎頭,177.28
Y6N10T0016H0,（鋁梯型托網）垂直活動彎頭,88.64
Y6N10T0017A0,"（鐵槽型托網）9""(150mm)(含以下) 直型托網",143.19
Y6N10T0017B0,"（鐵槽型托網）9""(150mm)(含以下) 直型托網",71.59
Y6N10T0017C0,"（鐵槽型托網）9""(150mm)(含以下) 直型托網",157.5
Y6N10T0017D0,"（鐵槽型托網）9""(150mm)(含以下) 直型托網",78.75
Y6N10T0017E0,"（鐵槽型托網）9""(150mm)(含以下) 直型托網",171.82
Y6N10T0017F0,"（鐵槽型托網）9""(150mm)(含以下) 直型托網",85.91
Y6N10T0017G0,"（鐵槽型托網）9""(150mm)(含以下) 直型托網",186.14
Y6N10T0017H0,"（鐵槽型托網）9""(150mm)(含以下) 直型托網",93.07
Y6N10T0018A0,"（鐵槽型托網）12""(300mm)直型托網",163.64
Y6N10T0018B0,"（鐵槽型托網）12""(300mm)直型托網",81.82
Y6N10T0018C0,"（鐵槽型托網）12""(300mm)直型托網",180.01
Y6N10T0018D0,"（鐵槽型托網）12""(300mm)直型托網",90
Y6N10T0018E0,"（鐵槽型托網）12""(300mm)直型托網",196.37
Y6N10T0018F0,"（鐵槽型托網）12""(300mm)直型托網",98.19
Y6N10T0018G0,"（鐵槽型托網）12""(300mm)直型托網",212.74
Y6N10T0018H0,"（鐵槽型托網）12""(300mm)直型托網",106.37
Y6N10T0019A0,"（鐵槽型托網）24""(600mm)直型托網",252.28
Y6N10T0019B0,"（鐵槽型托網）24""(600mm)直型托網",126.15
Y6N10T0019C0,"（鐵槽型托網）24""(600mm)直型托網",277.51
Y6N10T0019D0,"（鐵槽型托網）24""(600mm)直型托網",138.76
Y6N10T0019E0,"（鐵槽型托網）24""(600mm)直型托網",302.74
Y6N10T0019F0,"（鐵槽型托網）24""(600mm)直型托網",151.37
Y6N10T0019G0,"（鐵槽型托網）24""(600mm)直型托網",327.97
Y6N10T0019H0,"（鐵槽型托網）24""(600mm)直型托網",163.98
Y6N10T0020A0,"（鐵槽型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",122.74
Y6N10T0020B0,"（鐵槽型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",61.36
Y6N10T0020C0,"（鐵槽型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",135.01
Y6N10T0020D0,"（鐵槽型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",67.5
Y6N10T0020E0,"（鐵槽型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",147.27
Y6N10T0020F0,"（鐵槽型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",73.64
Y6N10T0020G0,"（鐵槽型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",159.55
Y6N10T0020H0,"（鐵槽型托網）9""(150mm)(含以下) 、12""(300mm)托網蓋板",79.77
Y6N10T0021A0,"（鐵槽型托網）24""(600mm)托網蓋板",150
Y6N10T0021B0,"（鐵槽型托網）24""(600mm)托網蓋板",75
Y6N10T0021C0,"（鐵槽型托網）24""(600mm)托網蓋板",165
Y6N10T0021D0,"（鐵槽型托網）24""(600mm)托網蓋板",82.5
Y6N10T0021E0,"（鐵槽型托網）24""(600mm)托網蓋板",180.01
Y6N10T0021F0,"（鐵槽型托網）24""(600mm)托網蓋板",90
Y6N10T0021G0,"（鐵槽型托網）24""(600mm)托網蓋板",195.01
Y6N10T0021H0,"（鐵槽型托網）24""(600mm)托網蓋板",97.5
Y6N10T0022A0,"（鐵槽型托網）9""(150mm)(含以下)  90°彎頭",197.74
Y6N10T0022B0,"（鐵槽型托網）9""(150mm)(含以下)  90°彎頭",98.87
Y6N10T0022C0,"（鐵槽型托網）9""(150mm)(含以下)  90°彎頭",217.51
Y6N10T0022D0,"（鐵槽型托網）9""(150mm)(含以下)  90°彎頭",108.76
Y6N10T0022E0,"（鐵槽型托網）9""(150mm)(含以下)  90°彎頭",237.29
Y6N10T0022F0,"（鐵槽型托網）9""(150mm)(含以下)  90°彎頭",118.64
Y6N10T0022G0,"（鐵槽型托網）9""(150mm)(含以下)  90°彎頭",257.05
Y6N10T0022H0,"（鐵槽型托網）9""(150mm)(含以下)  90°彎頭",128.53
Y6N10T0023A0,"（鐵槽型托網）12""(300mm) 90°彎頭",228.76
Y6N10T0023B0,"（鐵槽型托網）12""(300mm) 90°彎頭",114.38
Y6N10T0023C0,"（鐵槽型托網）12""(300mm) 90°彎頭",251.63
Y6N10T0023D0,"（鐵槽型托網）12""(300mm) 90°彎頭",125.82
Y6N10T0023E0,"（鐵槽型托網）12""(300mm) 90°彎頭",274.51
Y6N10T0023F0,"（鐵槽型托網）12""(300mm) 90°彎頭",137.26
Y6N10T0023G0,"（鐵槽型托網）12""(300mm) 90°彎頭",297.39
Y6N10T0023H0,"（鐵槽型托網）12""(300mm) 90°彎頭",148.69
Y6N10T0024A0,"（鐵槽型托網）24""(600mm) 90°彎頭",343.31
Y6N10T0024B0,"（鐵槽型托網）24""(600mm) 90°彎頭",171.65
Y6N10T0024C0,"（鐵槽型托網）24""(600mm) 90°彎頭",377.64
Y6N10T0024D0,"（鐵槽型托網）24""(600mm) 90°彎頭",188.82
Y6N10T0024E0,"（鐵槽型托網）24""(600mm) 90°彎頭",411.98
Y6N10T0024F0,"（鐵槽型托網）24""(600mm) 90°彎頭",205.99
Y6N10T0024G0,"（鐵槽型托網）24""(600mm) 90°彎頭",446.3
Y6N10T0024H0,"（鐵槽型托網）24""(600mm) 90°彎頭",223.16
Y6N10T0025A0,"（鐵槽型托網）9""(150mm)(含以下)  水平T彎頭",256.71
Y6N10T0025B0,"（鐵槽型托網）9""(150mm)(含以下)  水平T彎頭",128.36
Y6N10T0025C0,"（鐵槽型托網）9""(150mm)(含以下)  水平T彎頭",282.39
Y6N10T0025D0,"（鐵槽型托網）9""(150mm)(含以下)  水平T彎頭",141.2
Y6N10T0025E0,"（鐵槽型托網）9""(150mm)(含以下)  水平T彎頭",308.06
Y6N10T0025F0,"（鐵槽型托網）9""(150mm)(含以下)  水平T彎頭",154.03
Y6N10T0025G0,"（鐵槽型托網）9""(150mm)(含以下)  水平T彎頭",333.74
Y6N10T0025H0,"（鐵槽型托網）9""(150mm)(含以下)  水平T彎頭",166.86
Y6N10T0026A0,"（鐵槽型托網）12""(300mm) 水平T彎頭",296.95
Y6N10T0026B0,"（鐵槽型托網）12""(300mm) 水平T彎頭",148.47
Y6N10T0026C0,"（鐵槽型托網）12""(300mm) 水平T彎頭",326.64
Y6N10T0026D0,"（鐵槽型托網）12""(300mm) 水平T彎頭",163.32
Y6N10T0026E0,"（鐵槽型托網）12""(300mm) 水平T彎頭",356.33
Y6N10T0026F0,"（鐵槽型托網）12""(300mm) 水平T彎頭",178.17
Y6N10T0026G0,"（鐵槽型托網）12""(300mm) 水平T彎頭",386.03
Y6N10T0026H0,"（鐵槽型托網）12""(300mm) 水平T彎頭",193.01
Y6N10T0027A0,"（鐵槽型托網）24""(600mm) 水平T彎頭",444.22
Y6N10T0027B0,"（鐵槽型托網）24""(600mm) 水平T彎頭",222.12
Y6N10T0027C0,"（鐵槽型托網）24""(600mm) 水平T彎頭",488.65
Y6N10T0027D0,"（鐵槽型托網）24""(600mm) 水平T彎頭",244.32
Y6N10T0027E0,"（鐵槽型托網）24""(600mm) 水平T彎頭",533.08
Y6N10T0027F0,"（鐵槽型托網）24""(600mm) 水平T彎頭",266.53
Y6N10T0027G0,"（鐵槽型托網）24""(600mm) 水平T彎頭",577.49
Y6N10T0027H0,"（鐵槽型托網）24""(600mm) 水平T彎頭",288.75
Y6N10T0028A0,"（鐵槽型托網）9""(150mm)(含以下)  水平+彎頭",334.45
Y6N10T0028B0,"（鐵槽型托網）9""(150mm)(含以下)  水平+彎頭",167.22
Y6N10T0028C0,"（鐵槽型托網）9""(150mm)(含以下)  水平+彎頭",367.89
Y6N10T0028D0,"（鐵槽型托網）9""(150mm)(含以下)  水平+彎頭",183.94
Y6N10T0028E0,"（鐵槽型托網）9""(150mm)(含以下)  水平+彎頭",401.34
Y6N10T0028F0,"（鐵槽型托網）9""(150mm)(含以下)  水平+彎頭",200.67
Y6N10T0028G0,"（鐵槽型托網）9""(150mm)(含以下)  水平+彎頭",434.79
Y6N10T0028H0,"（鐵槽型托網）9""(150mm)(含以下)  水平+彎頭",217.39
Y6N10T0029A0,"（鐵槽型托網）12""(300mm) 水平+彎頭",386.95
Y6N10T0029B0,"（鐵槽型托網）12""(300mm) 水平+彎頭",193.47
Y6N10T0029C0,"（鐵槽型托網）12""(300mm) 水平+彎頭",425.65
Y6N10T0029D0,"（鐵槽型托網）12""(300mm) 水平+彎頭",212.82
Y6N10T0029E0,"（鐵槽型托網）12""(300mm) 水平+彎頭",464.34
Y6N10T0029F0,"（鐵槽型托網）12""(300mm) 水平+彎頭",232.17
Y6N10T0029G0,"（鐵槽型托網）12""(300mm) 水平+彎頭",503.04
Y6N10T0029H0,"（鐵槽型托網）12""(300mm) 水平+彎頭",251.51
Y6N10T0030A0,"（鐵槽型托網）24""(600mm) 水平+彎頭",580.25
Y6N10T0030B0,"（鐵槽型托網）24""(600mm) 水平+彎頭",290.13
Y6N10T0030C0,"（鐵槽型托網）24""(600mm) 水平+彎頭",638.28
Y6N10T0030D0,"（鐵槽型托網）24""(600mm) 水平+彎頭",319.14
Y6N10T0030E0,"（鐵槽型托網）24""(600mm) 水平+彎頭",696.31
Y6N10T0030F0,"（鐵槽型托網）24""(600mm) 水平+彎頭",348.15
Y6N10T0030G0,"（鐵槽型托網）24""(600mm) 水平+彎頭",754.33
Y6N10T0030H0,"（鐵槽型托網）24""(600mm) 水平+彎頭",377.16
Y6N10T0031A0,（鐵槽型托網）水平活動彎頭,228.76
Y6N10T0031B0,（鐵槽型托網）水平活動彎頭,114.38
Y6N10T0031C0,（鐵槽型托網）水平活動彎頭,251.63
Y6N10T0031D0,（鐵槽型托網）水平活動彎頭,125.82
Y6N10T0031E0,（鐵槽型托網）水平活動彎頭,274.51
Y6N10T0031F0,（鐵槽型托網）水平活動彎頭,137.26
Y6N10T0031G0,（鐵槽型托網）水平活動彎頭,297.39
Y6N10T0031H0,（鐵槽型托網）水平活動彎頭,148.69
Y6N10T0032A0,（鐵槽型托網）垂直活動彎頭,228.76
Y6N10T0032B0,（鐵槽型托網）垂直活動彎頭,114.38
Y6N10T0032C0,（鐵槽型托網）垂直活動彎頭,251.63
Y6N10T0032D0,（鐵槽型托網）垂直活動彎頭,125.82
Y6N10T0032E0,（鐵槽型托網）垂直活動彎頭,274.51
Y6N10T0032F0,（鐵槽型托網）垂直活動彎頭,137.26
Y6N10T0032G0,（鐵槽型托網）垂直活動彎頭,297.39
Y6N10T0032H0,（鐵槽型托網）垂直活動彎頭,148.69
Y6N10T0033A0,CABLE TRAY 隔板安裝,61.36
Y6N10T0033B0,CABLE TRAY 隔板安裝,30.69
Y6N10T0033C0,CABLE TRAY 隔板安裝,67.5
Y6N10T0033D0,CABLE TRAY 隔板安裝,33.76
Y6N10T0033E0,CABLE TRAY 隔板安裝,73.64
Y6N10T0033F0,CABLE TRAY 隔板安裝,36.82
Y6N10T0033G0,CABLE TRAY 隔板安裝,79.77
Y6N10T0033H0,CABLE TRAY 隔板安裝,39.89
Y6N10T1001A0,PVC壓條,86.93
Y6N10T1001B0,PVC壓條,43.47
Y6N10T1001C0,PVC壓條,95.63
Y6N10T1001D0,PVC壓條,47.82
Y6N10T1001E0,PVC壓條,104.32
Y6N10T1001F0,PVC壓條,52.16
Y6N10T1001G0,PVC壓條,113.02
Y6N10T1001H0,PVC壓條,56.5
Y6N10T1002A0,PVC線槽 (各種類),102.28
Y6N10T1002B0,PVC線槽 (各種類),51.13
Y6N10T1002C0,PVC線槽 (各種類),112.51
Y6N10T1002D0,PVC線槽 (各種類),56.25
Y6N10T1002E0,PVC線槽 (各種類),122.74
Y6N10T1002F0,PVC線槽 (各種類),61.36
Y6N10T1002G0,PVC線槽 (各種類),132.96
Y6N10T1002H0,PVC線槽 (各種類),66.48
Y6N10Z0010A0,安全圍籬(1m2~3m2),40.23
Y6N10Z1001A0,油壓吊桿車15(含)噸以下,1254.04
Y6N10Z1002A0,油壓吊桿車15噸以上,1504.85
Y6N10Z1003A0,油壓全吊25噸,1609.21
Y6N10Z1004A0,油壓全吊45噸,1776.49
Y6N10Z1005A0,油壓全吊60噸,3176.75
Y6N10Z1006A0,油壓全吊80噸,4765.34
Y6N10Z1007A0,油壓全吊120噸,6019.38
Y6N10Z1008A0,油壓全吊160噸,10659.32
Y6N10Z1009A0,油壓全吊200噸,15256.76
Y6N10Z1010A0,油壓全吊201~300噸,18810.57
Y6N10Z1011A0,油壓全吊400噸,31163.47
Y6N10Z1012A0,油壓全吊500噸,44099.64
Y6N10Z1013A0,托板車,1922.72
Y6N10Z1014A0,堆高機3T,1254.04
Y6N10Z1015A0,堆高機4T,1379.44
Y6N10Z1016A0,堆高機5T,1504.85
Y6N10Z1017A0,堆高機6T,1655.25
Y6N10Z1018A0,堆高機10T,1901.88
Y6N10Z1019A0,堆高機10.1T以上,2006.46
Y6N10Z1020A0,挖土機,2006.46
Y6N10Z1021A0,水肥車,1881.06
Y6N10Z1037A0,堆高機運費(單趟車次),5199.17
Y6N10Z1039A0,水肥車,9332.37
Y6N10Z2008A0,天車桁架內之純鋪板(高度10M(含)以下),620.49
Y6N10Z2008C0,天車桁架內之純鋪板(高度10M(含)以下),682.53
Y6N10Z2008E0,天車桁架內之純鋪板(高度10M(含)以下),744.58
Y6N10Z2008G0,天車桁架內之純鋪板(高度10M(含)以下),806.63
Y6N10Z2009A0,天車桁架內之純鋪板(高度10M以上),777.31
Y6N10Z2009C0,天車桁架內之純鋪板(高度10M以上),855.04
Y6N10Z2009E0,天車桁架內之純鋪板(高度10M以上),932.77
Y6N10Z2009G0,天車桁架內之純鋪板(高度10M以上),1010.51
Y6N10Z2010A0,公共管架內之純鋪板(高度10M(含)以下),467.07
Y6N10Z2010C0,公共管架內之純鋪板(高度10M(含)以下),513.78
Y6N10Z2010E0,公共管架內之純鋪板(高度10M(含)以下),560.48
Y6N10Z2010G0,公共管架內之純鋪板(高度10M(含)以下),607.19
Y6N10Z2011A0,公共管架內之純鋪板(高度10M以上),620.49
Y6N10Z2011C0,公共管架內之純鋪板(高度10M以上),682.53
Y6N10Z2011E0,公共管架內之純鋪板(高度10M以上),744.58
Y6N10Z2011G0,公共管架內之純鋪板(高度10M以上),806.63
Y6N10Z4001A0,未訂基準工令工作- -電工(一),340.92
Y6N10Z4002A0,未訂基準工令工作- -搭架工,477.29
Y6N10Z4003A0,未訂基準工令工作- -電工(二),372.76
Y6N10Z4006I0,未訂基準工令工作- -電工 (夜間施工一人加班一時),112.51
Y6N10Z4007G0,儀電搶修趕工(電工),576.16
Y6N10Z4007J0,儀電搶修趕工(電工),664.8
Y6N10Z4007K0,儀電搶修趕工(電工),886.41
Y6N10Z4008G0,儀電搶修趕工(搭架工),806.63
Y6N10Z4008J0,儀電搶修趕工(搭架工),930.72
Y6N10Z4008K0,儀電搶修趕工(搭架工),1240.96
Y6N10Z4009G0,儀電搶修趕工(安全衛生監督人員),551.78
Y6N10Z4009J0,儀電搶修趕工(安全衛生監督人員),636.67
Y6N10Z4009K0,儀電搶修趕工(安全衛生監督人員),848.9
Y6N10O0901A0,"磚混凝土厚度≦30公分鑽孔直徑3/4""以下電纜直穿或3/4""管用",464
Y6N10O0902A0,"磚混凝土厚度≦30公分鑽孔1""~1 1/2""管用",565
Y6N10O0903A0,"磚混凝土厚度≦30公分鑽孔2""~2 1/2""管用",680
Y6N10O0904A0,"磚混凝土厚度≦30公分鑽孔3""~3 1/2管用",859
Y6N10O0905A0,"磚混凝土厚度≦30公分鑽孔4""管用",1028
Y6N10O0906A0,"磚混凝土厚度≦30公分鑽孔5""管用",1133
Y6N10O0907A0,"磚混凝土厚度≦30公分鑽孔6""管用",1577
Y6N10O0908A0,"磚混凝土厚度≦30公分鑽孔7""管用",2116
Y6N10O0909A0,"磚混凝土厚度≦30公分鑽孔8""管用",2448
Y6N10O0910A0,"30公分＜磚混凝土厚度≦45公分鑽孔直徑3/4""以下電纜直穿或3/4""管用",683
Y6N10O0911A0,"30公分＜磚混凝土厚度≦45公分鑽孔1""~1 1/2""管用",866
Y6N10O0912A0,"30公分＜磚混凝土厚度≦45公分鑽孔2""~2 1/2""管用",1079
Y6N10O0913A0,"30公分＜磚混凝土厚度≦45公分鑽孔3""~3 1/2""管用",1279
Y6N10O0914A0,"30公分＜磚混凝土厚度≦45公分鑽孔4""管用",1631
Y6N10O0915A0,"30公分＜磚混凝土厚度≦45公分鑽孔5""管用",1825
Y6N10O0916A0,"30公分＜磚混凝土厚度≦45公分鑽孔6""管用",1966
Y6N10O0917A0,"30公分＜磚混凝土厚度≦45公分鑽孔7""管用",3349
Y6N10O0918A0,"30公分＜磚混凝土厚度≦45公分鑽孔8""管用",4400
Y6N10O0919A0,"45公分＜磚混凝土厚度≦60公分鑽孔直徑3/4""以下電纜直穿或3/4""管用",1067
Y6N10O0920A0,"45公分＜磚混凝土厚度≦60公分鑽孔1""~1 1/2""管用",1259
Y6N10O0921A0,"45公分＜磚混凝土厚度≦60公分鑽孔2""~2 1/2""管用",1445
Y6N10O0922A0,"45公分＜磚混凝土厚度≦60公分鑽孔3""~3 1/2""管用",1682
Y6N10O0923A0,"45公分＜磚混凝土厚度≦60公分鑽孔4""管用",2129
Y6N10O0924A0,"45公分＜磚混凝土厚度≦60公分鑽孔5""管用",2257
Y6N10O0925A0,"45公分＜磚混凝土厚度≦60公分鑽孔6""管用",2437
Y6N10O0926A0,"45公分＜磚混凝土厚度≦60公分鑽孔7""管用",5161
Y6N10O0927A0,"45公分＜磚混凝土厚度≦60公分鑽孔8""管用",6549
Y6N10O0928A0,"60公分＜磚混凝土厚度≦80公分鑽孔直徑3/4""以下電纜直穿或3/4""管用",1586
Y6N10O0929A0,"60公分＜磚混凝土厚度≦80公分鑽孔1""~1 1/2""管用",1880
Y6N10O0930A0,"60公分＜磚混凝土厚度≦80公分鑽孔2""~2 1/2""管用",2455
Y6N10O0931A0,"60公分＜磚混凝土厚度≦80公分鑽孔3""~3 1/2""管用",2537
Y6N10O0932A0,"60公分＜磚混凝土厚度≦80公分鑽孔4""管用",2732
Y6N10O0933A0,"60公分＜磚混凝土厚度≦80公分鑽孔5""管用",3203
Y6N10O0934A0,"60公分＜磚混凝土厚度≦80公分鑽孔6""管用",3240
Y6N10O0935A0,"60公分＜磚混凝土厚度≦80公分鑽孔7""管用",6959
Y6N10O0936A0,"60公分＜磚混凝土厚度≦80公分鑽孔8""管用",9354
Y6N10O0937A0,"80公分＜磚混凝土厚度≦100公分鑽孔直徑3/4""以下電纜直穿或3/4""管用",2158
Y6N10O0938A0,"80公分＜磚混凝土厚度≦100公分鑽孔1""~1 1/2""管用",2578
Y6N10O0939A0,"80公分＜磚混凝土厚度≦100公分鑽孔2""~2 1/2""管用",3123
Y6N10O0940A0,"80公分＜磚混凝土厚度≦100公分鑽孔3""~3 1/2""管用",3461
Y6N10O0941A0,"80公分＜磚混凝土厚度≦100公分鑽孔4""管用",3994
Y6N10O0942A0,"80公分＜磚混凝土厚度≦100公分鑽孔5""管用",4636
Y6N10O0943A0,"80公分＜磚混凝土厚度≦100公分鑽孔6""管用",4672
Y6N10O0944A0,"80公分＜磚混凝土厚度≦100公分鑽孔7""管用",10596
Y6N10O0945A0,"80公分＜磚混凝土厚度≦100公分鑽孔8""管用",13625
Y6N10Z0901A0,四用氣體偵測器租用,250
Y6N10Z0902A0,空氣呼吸器租用,357
Y6N10Z0903A0,氧氣甦醒器租用,238
Y6N10Z0904A0,局限空間用通風機租用,71
Y6N10Z0905A0,局限空間用救援捲揚機租用,179
Y6N10Z0906A0,侷限空間用基本型救命器,100
Y6N10Z0907A0,安全網吊掛(含吊掛點固定)(含環境 加成),153
Y6N10Z0908A0,安全母索吊掛及拆卸(含環境加成),155
Y6N10Z0909A0,"電動抽水機(含配合人工1名, 供電源, 以半日為計價單位) 出水口 2""",219
Y6N10Z0910A0,"電動抽水機(含配合人工1名, 供電源, 以半日為計價單位) 出水口 3""",299
Y6N10Z0911A0,"電動抽水機(含配合人工1名, 供電源, 以半日為計價單位) 出水口 4""",348
Y6N10Z0912A0,"汽(柴)油抽水機(含配合人工1名及油料, 以半日為計價單位) 出水口 2""",366
Y6N10Z0913A0,"汽(柴)油抽水機(含配合人工1名及油料, 以半日為計價單位) 出水口 3""",468
Y6N10Z0914A0,"汽(柴)油抽水機(含配合人工1名及油料, 以半日為計價單位) 出水口 4""",527
Y6N10Z1904A0,剪刀式 4.5~5.0m 載重量：227kg,1200
Y6N10Z1905A0,剪刀式 6.0~6.6m 載重量：340kg,1580
Y6N10Z1906A0,剪刀式 7.5~8.0m 載重量：454kg,1800
Y6N10Z1907A0,剪刀式 9.5~10m 載重量：245kg,1930
Y6N10Z1908A0,曲臂式 13.5~14.0m 載重量：227kg,5220
Y6N10Z1909A0,曲臂式 18.0~18.5m 載重量：227kg,6170
Y6N10Z1910A0,直臂式 12.0~13.0m 載重量：227kg,4900
Y6N10Z1911A0,直臂式 13.5~14.0m 載重量：227kg,5380
Y6N10Z1912A0,直臂式 17.5~19.5m 載重量：227kg,6170
Y6N10Z1913A0,直臂式 19.5~21.5m 載重量：227kg,6650
Y6N10Z1914A0,直臂式 24.0~24.5m 載重量：227kg,8030
Y6N10Z1915A0,直臂式 25.0~26.0m 載重量：227kg,8050
Y6N10Z1917A0,直臂式 37.0~38.0m 載重量：227kg,16060
Y6N10Z1918A0,直臂式 41.0-41.5m 載重量：227kg,17570
Y6N10Z1919A0,高空工作車(個人液壓式、剪刀式)運費 (單趟車次),2710
Y6N10Z1920A0,高空工作車(曲臂式、直臂式)運費 (單趟車次),4280
Y6N10Z2901A0,屋面安全走道踏板 (寬20cm厚3.5cm長3.6m踏板2塊，寬1.5cm厚3cm長40cm止滑條、間距30cm),214
Y6N10Z2902A0,"單管式施工架(符合CNS4750)或系統式施工架 (附踏板步(爬)梯裝置,連續搭設高度＜31M,含搬運、吊車等相關機具租用)",338
Y6N10Z2903A0,"單管式施工架(符合CNS4750)或系統式施工架 (附踏板步(爬)梯裝置,31M≦連續搭設高度＜50M,含搬運、吊車等相關機具租用)",393
Y6N10Z2904A0,懸空式施工架(符合CNS4750單管式施工架或系統式施工架) (連續搭設高度≦20M),444
Y6N10Z3901A0,施工架結構荷重設計資料,16500
Y6N10Z4901A0,安全衛生監督人員(含甲業、乙業、丙業),328
Y6N10Z4902A0,安衛人員及作業主管(一),341
Y6N10Z4903A0,監火、警戒、急救人員(含扶梯人員),262
Y6N10Z4904A0,師級設備維修(集團公司)  借調師級(集團公司)一人工作一時,639
Y6N10Z4905A0,師級設備維修(集團公司)  借調師級(集團公司)一人工作一天,5112
Y6N10Z4906I0,師級設備維修(集團公司)  借調師級(集團公司)一人加班一時,852
Y6N10Z4907A0,員級設備維修(集團公司)  借調員級(集團公司)一人工作一時,393
Y6N10Z4908A0,員級設備維修(集團公司)  借調員級(集團公司)一人工作一天,3144
Y6N10Z4909I0,員級設備維修(集團公司)  借調員級(集團公司)一人加班一時,524
Y6N10Z4910A0,員級設備維修(外包)  借調員級(外包)一人工作一時,328
Y6N10Z4911A0,員級設備維修(外包)  借調員級(外包)一人工作一天,2624
Y6N10Z4912I0,員級設備維修(外包)  借調員級(外包)一人加班一時,437
